time,n1,n4,n31,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
332400,7.351665409771613e-07,1.3542201386940178e-06,1.3505069560437732e-06,1.8270055335278812e-07,6.725926482431532e-10,1.0892200918988237e-08,8.784774507830662e-08,7.330541507144517e-09,5.76321923517753e-09,2.3967309914496582e-08,1.4772467693546787e-09,1.0928935978427035e-08,9.181732707475021e-09,7.271625435123497e-08,1.3993834357961532e-07,5.703720518113187e-08,6.416176034917953e-08,1.3312458690961648e-08,1.1462688576102664e-09,2.7679121217261127e-09,1.1432632618380012e-09,1.3575679247423977e-08,1.210860460787444e-07,1.4557954841620813e-08,2.88250703306403e-08,1.0233987524088661e-07,7.628715081864357e-08,4.7349004717034404e-08,2.5321043040094082e-09,1.505916458199863e-08,3.2238176572718658e-09,1.7619825598558236e-09,2.502957840988529e-10
332700,7.299175486252807e-07,1.3758753780734878e-06,1.2515255107814482e-06,1.651551997383649e-07,7.769855869810272e-10,1.1822969270269823e-08,5.865621233169804e-08,1.0322331434053922e-08,6.59282761716895e-09,2.450296676670405e-08,9.954987945093308e-10,8.161286757513153e-09,1.0090289492836746e-08,6.908400962402084e-08,1.1990746173751177e-07,5.887216758537761e-08,5.711010686582085e-08,8.0771513921718e-09,1.474035116189043e-09,3.19596438203007e-09,1.4628653843828943e-09,1.8586540306841925e-08,1.0411026352130648e-07,1.788045267403504e-08,3.6253361201943335e-08,8.544291318912656e-08,8.296128584106555e-08,3.8725715967302676e-08,2.0374741893647297e-09,1.276066541322507e-08,2.423178102617385e-09,2.0117312260481413e-09,3.0965452424425166e-11
333000,6.974290478467537e-07,1.3391530657713702e-06,1.1259357748372167e-06,1.5052942359261579e-07,7.412097602355061e-10,1.3560665479417366e-08,4.184104795967869e-08,1.918490255548022e-08,6.490346038390271e-09,2.316652825129495e-08,6.012612630001968e-10,6.20201490164618e-09,1.048799447289639e-08,6.596931712010701e-08,1.0973248976142713e-07,5.8578962125466205e-08,5.1433396208722115e-08,3.911011958734889e-09,1.5397532138194947e-09,3.369130752162164e-09,1.7938290852725913e-09,2.420998157504073e-08,9.376288545581701e-08,2.1284350282257947e-08,3.942694348779696e-08,7.516661781892253e-08,8.313374166846188e-08,3.247134827688569e-08,1.6815633330224955e-09,1.1113186815236986e-08,1.8896031406256952e-09,2.1956267914902128e-09,2.1862689436602523e-10
333300,6.493156270437339e-07,1.2692546746961852e-06,9.841924750730868e-07,1.431146472441469e-07,6.759179882465105e-10,1.5626952176717168e-08,3.5908129802919575e-08,2.192996362282429e-08,5.9804392549267504e-09,2.1368947500377544e-08,3.289031269559928e-10,5.1687507607312e-09,1.067216004457805e-08,6.425330667525486e-08,1.0122831639591823e-07,5.84831880701131e-08,4.8521208384499914e-08,1.7020056475303136e-09,1.512624692168174e-09,3.4246241398250277e-09,2.050519753993285e-09,2.9133424561678112e-08,9.097279729530783e-08,2.366621743021824e-08,4.019559440848752e-08,7.236187116177462e-08,8.067057422067592e-08,2.8708598165394505e-08,1.5042118661767745e-09,1.0356451696225122e-08,1.644565372771467e-09,2.3614035171704018e-09,4.4589398839889327e-10
333600,5.923850388001028e-07,1.1802760653267796e-06,8.343552408973665e-07,1.4149315319400557e-07,6.075921987758193e-10,1.7857821887901082e-08,3.7375301076281175e-08,2.091127271341975e-08,5.256318047486275e-09,1.9463300304778386e-08,1.3913847851654282e-10,4.789242780134373e-09,1.0756878054962726e-08,6.379810457701751e-08,8.944208929051456e-08,5.904134781076209e-08,4.775694861791635e-08,1.0829239727172535e-09,1.4484839994111098e-09,3.419955874051084e-09,2.244114227778482e-09,3.33820366904547e-08,9.3954369617677e-08,2.5199874187364912e-08,3.9639559190618456e-08,7.517506617205072e-08,7.674961466364039e-08,2.645445107418709e-08,1.4601369002775755e-09,1.0266610672715615e-08,1.6100258903861686e-09,2.521758801776741e-09,6.588152245967649e-10
333900,5.20485631483325e-07,1.0644667369774652e-06,6.549058966243138e-07,1.4053711794304036e-07,5.013021109334659e-10,2.0596253591520508e-08,4.123605634731575e-08,1.8397123824342998e-08,4.0998600070452085e-09,1.66827476277831e-08,9.560352509652148e-11,4.401648823204596e-09,1.0771906033824052e-08,6.3551908624504e-08,7.415022906798185e-08,5.977289418979126e-08,4.718516066759548e-08,6.285674203354574e-10,1.3299370493768947e-09,3.370359991095029e-09,2.48316922579761e-09,3.860456132542822e-08,9.989713589675375e-08,2.7014223746846255e-08,3.832772677014873e-08,8.047980060155169e-08,7.076137364947499e-08,2.3497378265346924e-08,1.4324683661470772e-09,1.0283812912348367e-08,1.616768940948532e-09,2.7130440116707177e-09,9.424496738574817e-10
334200,4.4291693157560985e-07,9.403136900232312e-07,4.59051285872647e-07,1.363557373679214e-07,3.737525844371703e-10,2.3527434223069577e-08,4.205404025015014e-08,1.727796217210198e-08,2.79919731838163e-09,1.3411529664608679e-08,4.1178083165505086e-10,3.6067149267182685e-09,1.078876721294364e-08,6.268702179568209e-08,5.579334327876495e-08,6.024249188385511e-08,4.5367954726316384e-08,6.117701900620887e-10,1.199737198476214e-09,3.324551300920575e-09,2.7839277549901453e-09,4.4765513962374825e-08,1.0427238805732486e-07,2.948233657207311e-08,3.733885733936404e-08,8.402599860346527e-08,6.406875030506853e-08,1.895447354627322e-08,1.3352874361771683e-09,9.957702218343911e-09,1.5254002505571407e-09,2.9204443308117334e-09,1.2815064565074863e-09
334500,3.65739214913674e-07,8.229496657463642e-07,2.465891881797688e-07,1.2607346633330963e-07,2.5016078097905847e-10,2.6488535809221503e-08,3.446232454962228e-08,2.067440618702676e-08,1.548045247545815e-09,9.902571207476285e-09,8.694343023307738e-10,1.9308075138724234e-09,1.0957862173199828e-08,6.043701716862415e-08,3.7715473411026323e-08,6.062446544774502e-08,4.118843577316511e-08,3.617408594891458e-09,1.1228635798943287e-09,3.3591476267247344e-09,3.1818530032978742e-09,5.225186328061682e-08,1.0365982205939872e-07,3.297794393120057e-08,3.795272363049662e-08,8.228636971807646e-08,5.8776720379682956e-08,1.177212283209883e-08,1.079939693227061e-09,8.877563573150837e-09,1.1848086955978943e-09,3.1758631280354166e-09,1.6865016050360282e-09
334800,3.0377829673966517e-07,7.404285682355294e-07,4.2623874207947665e-08,1.0909840852946218e-07,1.765627644090273e-10,2.8881721902962454e-08,1.567958207715492e-08,3.0183024080088217e-08,8.262333039965597e-10,7.127347600999201e-09,1.4101004808253492e-09,6.294698096098728e-10,1.1372520702934708e-08,5.632440291947205e-08,3.043725627094318e-08,6.066153446226963e-08,3.4525101000326686e-08,8.722537359062699e-09,1.1664837984426413e-09,3.5318308277965116e-09,3.6244571788301982e-09,5.997668495183461e-08,9.448471161022098e-08,3.709912732574594e-08,4.0949728941086505e-08,7.218098829753217e-08,5.7881038628693204e-08,3.0661340133519843e-09,6.425793230846466e-10,6.917751704804687e-09,5.340439201972913e-10,3.455177477462712e-09,2.0681056867033476e-09
335100,2.372833911579164e-07,6.557188569900063e-07,1.8725538808439524e-07,8.190571776367506e-08,3.914379931302392e-11,3.122107727904222e-08,1.1715634684605902e-08,4.2052924698054994e-08,3.737454790098127e-12,3.45927020362069e-09,2.040245306034194e-09,4.131933906137419e-09,1.172372776636621e-08,4.888241278422356e-08,5.903047650690496e-08,5.7683479326442466e-08,2.4391752617702878e-08,1.702543528381284e-08,1.1537153454810323e-09,3.6989789009567176e-09,4.192457936369465e-09,6.933890972504742e-08,7.588873529584816e-08,4.2680412093432096e-08,4.389789154402024e-08,5.289048488066328e-08,5.8549161963128427e-08,6.18356210679849e-09,1.5070611425471725e-11,3.899870648638171e-09,4.566587108456588e-10,3.735706854968157e-09,2.457440473335737e-09
335400,1.5090813221263488e-07,5.357467713906772e-07,4.575021606001428e-07,4.3722089060338476e-08,2.671995957825857e-10,3.400279524612415e-08,4.180554213917276e-08,5.107444422947083e-08,1.4236363199415791e-09,2.326032699784264e-09,2.69298539024021e-09,8.154451336395141e-09,1.1644495145901601e-08,3.7573656186395965e-08,1.3958560174387458e-07,4.9185040040811145e-08,1.083538592183686e-08,2.8634275395234e-08,8.944098794927413e-10,3.687787852868496e-09,4.905864159354678e-09,8.08775268978934e-08,4.8849230438463564e-08,5.000283920253423e-08,4.4001922105962876e-08,2.59844412653365e-08,5.6886456434313004e-08,1.4016947602613072e-08,8.470664170090458e-10,8.974154752650065e-12,1.682373351741262e-09,3.953267935230542e-09,2.8392506123964267e-09
335700,7.019014702791537e-09,2.8232498294755715e-07,8.544099543428274e-07,9.873609485566703e-09,9.641922815717408e-10,3.8055780748891266e-08,6.489064929837696e-08,4.6708628076430614e-08,4.540261500096676e-09,1.3072089188881364e-08,3.2179130471376993e-09,1.2032266738515318e-08,1.0294598951077205e-08,1.9500383530157706e-08,3.239456773940219e-07,2.8784420180727466e-08,6.903441374106478e-09,4.4745547711499967e-08,1.1766587704187259e-11,3.12562065118982e-09,5.792273327642761e-09,9.5594991478265e-08,1.2047948416693544e-08,5.9355080850309605e-08,3.4975741414200456e-08,8.201347156955308e-09,4.56701911843993e-08,1.6277731162972486e-08,1.8177601646129915e-09,4.662432218083268e-09,3.027601280791714e-09,3.961467598401214e-09,3.135909310003626e-09
336000,2.9362663056531346e-07,2.1293316621040503e-07,1.473861395595577e-06,8.086051650479931e-08,2.2632846707892895e-09,4.3761659185292956e-08,6.727455570398888e-08,1.5041223377920687e-08,1.004116967351365e-08,3.0826278418771835e-08,3.225899547487643e-09,1.420251294348418e-08,6.628283699683379e-09,8.815916885396291e-09,6.889983197311267e-07,1.1879173200668447e-08,2.8217499448146555e-08,6.618304837502365e-08,2.0128325672885694e-09,1.5659935570511152e-09,6.725542789354222e-09,1.1226223506355382e-07,3.807335247074661e-08,6.950138242700632e-08,8.917140803532675e-09,4.9493607434669684e-08,1.8351215658185538e-08,4.64462601712512e-09,2.7889441867046116e-09,9.601883732557326e-09,4.234948391967919e-09,3.4977460927620996e-09,3.0441071885434212e-09
336300,6.096865341476132e-07,7.769718237682355e-07,2.1059177797155826e-06,1.5001050002183547e-07,3.5545397736314044e-09,5.046163664701453e-08,5.7958551735737274e-08,2.1989208676131966e-08,1.664249538180229e-08,5.093197330552357e-08,3.462069741999585e-09,1.6442328387711314e-08,2.627487560857844e-09,3.8798013690666266e-08,1.0042941696042362e-06,5.1377831766785675e-08,4.92704828047863e-08,8.339990387185026e-08,3.988532171206316e-09,1.3343282034838921e-10,7.616030472945567e-09,1.3015259270332535e-07,7.913646271617836e-08,7.770248089400411e-08,1.96458813661593e-08,8.333488210610085e-08,1.52968553379651e-08,6.391886131495994e-09,3.7251908224789076e-09,1.4176436025081784e-08,5.326036500719056e-09,3.2427891483166604e-09,3.290146821655071e-09
336600,8.33378745568325e-07,1.1945726114959143e-06,2.5007279802480298e-06,1.9328081890535032e-07,4.054740543324442e-09,5.702336380863926e-08,4.894692295920322e-08,3.697786610246112e-08,2.2510050712298835e-08,6.713760569709848e-08,4.783863971624669e-09,2.0833390124153084e-08,7.627747322658252e-10,6.041704381232194e-08,9.960344371506835e-07,6.355526949164414e-08,6.509630878781536e-08,8.475532098373151e-08,4.520337881785963e-09,8.910205906431656e-10,8.299501530473208e-09,1.4755094213114717e-07,8.544979834823607e-08,7.996224127282403e-08,3.267817305641074e-08,9.310873849699419e-08,4.1454576660271414e-08,4.874323167314287e-12,4.580748225180287e-09,1.7598239310245845e-08,6.3434413277718704e-09,4.018950505724206e-09,4.691017352342897e-09
336900,9.838520647065252e-07,1.5030654409997624e-06,2.6875717153984624e-06,2.0357671814963396e-07,3.56249074684456e-09,6.298333232734876e-08,3.330841735760259e-08,3.148354466020464e-08,2.7120137247038656e-08,7.820104030997754e-08,7.096481624557782e-09,2.6562609889424493e-08,1.0053682331090386e-09,7.533358115097144e-08,6.326535739731298e-07,4.6530175268344465e-08,7.320691253198675e-08,6.57833822970133e-08,3.350770327870123e-09,6.659419682364387e-10,8.441595866770513e-09,1.610555884212772e-07,5.4632117496566934e-08,7.136477364610982e-08,3.0410767237754044e-08,7.476365482261826e-08,5.865999241905229e-08,2.0778649911790126e-08,5.220016419116291e-09,1.911844549340458e-08,7.108880595296796e-09,5.92274318478303e-09,7.173689198225475e-09
337200,1.087457089710142e-06,1.7516913928261602e-06,2.712822272599169e-06,1.680262613490413e-07,1.703227781035821e-09,6.739094260410639e-08,1.7169696775454213e-09,5.825647519941413e-09,2.9446475480199297e-08,8.157106634598676e-08,1.0285660323461343e-08,3.248550939360939e-08,3.4928362424579973e-09,8.550134111828811e-08,1.4773994649885935e-07,4.310926726702746e-09,6.927351847707541e-08,1.893445755740686e-08,2.62474486589781e-11,6.886509140713315e-10,7.496936405004817e-09,1.649577328066698e-07,1.814542116562734e-08,4.390132346543396e-08,1.1902180574452359e-08,2.1346671985611465e-08,6.283806897044997e-08,5.208836029169106e-08,5.430315752619208e-09,1.75215433273479e-08,7.360604570294527e-09,9.15700582027057e-09,1.064399413053252e-08
337500,1.1907612211814467e-06,2.0246525664902038e-06,2.6664714241064758e-06,7.149568403974627e-08,2.012320976518822e-09,6.894767068388319e-08,5.728883678557395e-08,3.910781742888503e-08,2.7839064387080725e-08,7.353343534077794e-08,1.4101225076501578e-08,3.67575125892472e-08,8.256272110429563e-09,9.429423641904577e-08,1.4230574620910375e-06,9.339613171732708e-08,4.8015209586083074e-08,6.534295948767976e-08,6.2377480958275555e-09,3.3194353932231024e-09,4.677012555021065e-09,1.5083458748677003e-07,1.352448180114152e-07,1.3521713526642998e-08,2.3541360860690475e-08,7.437176208213714e-08,4.9787452383043274e-08,8.784364524672128e-08,4.913431439490523e-09,1.1238526553825068e-08,6.723062995206419e-09,1.3893242112317239e-08,1.4849831586616347e-08
337800,1.3164311916114002e-06,2.2984606076192904e-06,2.776412905802772e-06,3.2803058047647937e-09,4.775664308453997e-09,7.069503027423707e-08,9.302266334998421e-08,7.358686104907974e-08,2.423317368993594e-08,6.341635128137568e-08,1.6243298261997552e-08,3.700669282125091e-08,1.1331799498748296e-08,9.862107219760219e-08,2.418623175515222e-06,1.549417589785662e-07,3.258115555127006e-08,1.2484969147408265e-07,1.0598334654332575e-08,5.131958857873542e-09,2.156411937903613e-09,1.3430378231760187e-07,2.0454836402450383e-07,5.8257811019757355e-08,4.9533149137914734e-08,1.4228119482595503e-07,5.4147022865436156e-08,1.1707157909768284e-07,4.14481604593675e-09,5.9888805026275804e-09,5.577589945460204e-09,1.647276093308392e-08,1.7145879382951534e-08
338100,1.5608044243720087e-06,2.701715580144537e-06,3.3589948245094092e-06,5.316678652889095e-09,5.348610443434154e-09,7.260342727022362e-08,8.773036341835905e-08,7.409484226172935e-08,1.753273437543612e-08,5.250343093621268e-08,1.4657025815267843e-08,2.873613169640521e-08,9.809980383579386e-09,1.0373281611464336e-07,2.683502792422132e-06,1.474580457738739e-07,3.1723118354420876e-08,1.3015058186738315e-07,1.0745864642558445e-08,4.823739629955526e-09,2.2044588376957108e-10,1.1320467052655658e-07,1.618351603838164e-07,7.803267720873919e-08,4.745090365076976e-08,1.4138218062953456e-07,9.287319358008972e-08,1.2017799377872507e-07,3.0465727718365088e-09,3.5629952321869496e-09,3.6960727811674587e-09,1.4560725958290277e-08,1.5236601313972642e-08
338400,2.0417027251085074e-06,3.4373053168224033e-06,4.670896352365617e-06,8.818373231633814e-08,3.4142644267376454e-09,7.363330212228902e-08,5.4530076454284426e-08,1.8069073348669917e-08,7.306169891307945e-09,4.1813514428667986e-08,8.159616982084117e-09,8.408413521010516e-09,1.607382671409141e-09,1.207785800261263e-07,1.9920755747193652e-06,4.94411338536338e-08,4.566840772213254e-08,7.586392314351542e-08,5.877254238839669e-09,1.5963266264407139e-09,1.6352856846424402e-09,8.072213830701003e-08,2.056571446473754e-08,7.745366303879564e-08,2.7528130885912105e-09,5.7167504508015554e-08,1.7036693122918223e-07,7.54466071839488e-08,1.4344934129439935e-09,3.6102747458244266e-09,8.102247761598846e-10,7.377138899755664e-09,7.90891618862588e-09
338700,2.4340232549491247e-06,4.039933720889621e-06,5.73397688441446e-06,1.7411282726698118e-07,8.673950446791423e-10,7.448122829600834e-08,2.3928024006636406e-08,4.132237307885589e-08,2.76472178484255e-09,4.111478091317622e-08,2.7277735625830246e-09,6.9966432647561305e-09,6.356344783853274e-09,1.3303520773888522e-07,1.1638006824910008e-06,4.6114628560189885e-08,6.158295917657597e-08,1.573567942614318e-08,4.799716180059477e-10,1.7717312061904522e-09,2.1431461050269718e-09,6.29545340302684e-08,1.7188659029443443e-07,6.26103329182115e-08,4.3561207974107674e-08,2.0257310495708225e-08,2.3885773003939903e-07,3.8476244412777305e-08,4.1034553532881546e-10,5.193427909944148e-09,1.171812868960842e-09,1.1903651397915382e-09,1.7849757227850205e-09
339000,2.569712282962655e-06,4.22462257887446e-06,6.169501467923055e-06,2.23124239084882e-07,8.369411830244644e-10,7.352907260838037e-08,1.5507893635913206e-08,6.001852881354353e-08,2.0047608018103347e-09,4.259148767005172e-08,2.6278001996615785e-10,1.2668117221892317e-08,1.00098063171572e-08,1.2934815174503456e-07,6.944026367250444e-07,9.304241643803834e-08,7.194178408553853e-08,2.5041913431778084e-08,2.74434341918095e-09,3.4518876645961427e-09,1.6201724406528228e-09,5.89018824825871e-08,2.4202172710374725e-07,4.355192828597865e-08,6.220193426997866e-08,6.049974388133705e-08,2.72655903188479e-07,3.565894246548851e-08,9.367795428261161e-11,7.2450490051778615e-09,1.865174681370263e-09,2.016577127506025e-09,1.2385115155666426e-09
339300,2.588080473486798e-06,4.231903737661469e-06,6.279126687047665e-06,2.461521120267207e-07,1.873814881037106e-09,7.073646202115924e-08,4.93675642587732e-08,5.908600542170461e-08,3.82102882667823e-09,4.6065139258644194e-08,3.5853275903718895e-10,1.2534236759620399e-08,1.133697224986463e-08,1.210738815871082e-07,4.395025356984661e-07,1.1066843796925241e-07,7.757564191024358e-08,4.896778449392514e-08,4.412612497617374e-09,4.1670134010018955e-09,7.442011451530561e-10,6.095440596709523e-08,2.601972255433793e-07,2.6914740658412484e-08,6.654786943727231e-08,7.6452316477571e-08,2.815148363310982e-07,4.753593429995817e-08,2.2228618945518974e-10,9.22207732401148e-09,1.712272990062047e-09,3.090271150085755e-09,2.286320466282632e-09
339600,2.5515083983407294e-06,4.169504421724923e-06,6.1978637901916045e-06,2.53217308454623e-07,2.42265940642028e-09,6.666539320576703e-08,7.189626671788574e-08,5.1355186769797e-08,6.9627361654056585e-09,5.0698268694304716e-08,9.336531547887716e-12,9.541373913179996e-09,1.1624763374129543e-08,1.1406034161609568e-07,3.1097460606588356e-07,1.1275926681264536e-07,7.992681361201903e-08,5.982669648574301e-08,5.063640173830208e-09,4.401911724016827e-09,8.72191208145523e-11,6.44585753661886e-08,2.497715811955459e-07,1.5503594852361857e-08,6.499661253656086e-08,7.841467919433853e-08,2.7560347604094204e-07,6.277063135939898e-08,5.767688548985461e-10,1.0862891031138133e-08,1.1110117270618503e-09,2.8632456405830453e-09,2.220197359292797e-09
339900,2.5164987249581827e-06,4.128899938393715e-06,6.065423541201653e-06,2.5343917542386407e-07,2.6157067622989416e-09,6.180216161055796e-08,8.345451618652078e-08,4.297733369185153e-08,1.0297775077106053e-08,5.5439841162296943e-08,7.993605777301127e-10,5.625935273201321e-09,1.169665608813375e-08,1.111902818706767e-07,2.701293269069538e-07,1.0850262555095469e-07,8.093383740970239e-08,6.097418747685879e-08,5.0819792818401766e-09,4.464183689378842e-09,6.310969524747634e-10,6.630773441429483e-08,2.287103768594534e-07,1.0278981221745198e-08,6.208345126879067e-08,7.45904173982126e-08,2.637765206259246e-07,7.603901508446143e-08,1.0142784390154702e-09,1.2181644137854164e-08,3.39085204359435e-10,1.9928663164137106e-09,1.6485159903822932e-09
340200,2.498960853358767e-06,4.1310924672188776e-06,5.934725173517563e-06,2.5164566608282257e-07,2.574296331658843e-09,5.641301470404869e-08,8.659198869054308e-08,3.635022238768215e-08,1.321675568988212e-08,5.9551567233029346e-08,1.683602590674127e-09,1.783469372185209e-09,1.1890342932474596e-08,1.1230891772129326e-07,2.865285395614592e-07,1.0262823479934013e-07,8.159811670793715e-08,5.573905070832552e-08,4.746638637698197e-09,4.498858174883935e-09,8.464127176921465e-10,6.5384313074901e-08,2.06325573515187e-07,1.0181459231262124e-08,5.969525318505475e-08,6.949810682499447e-08,2.507340681745518e-07,8.578091836852764e-08,1.4497842926175508e-09,1.3229836781647464e-08,4.3802117488667136e-10,9.104539344662044e-10,9.243450449503143e-10
340500,2.4911918181658166e-06,4.15948941423494e-06,5.798502783704862e-06,2.49158304654884e-07,2.387004371939838e-09,5.03499961723719e-08,8.394639650077806e-08,3.1620054130598874e-08,1.568215424185837e-08,6.29007743668808e-08,2.555403000314982e-09,1.812303196402354e-09,1.2261679671610182e-08,1.1607505712163402e-07,3.3708442259694493e-07,9.653275157006647e-08,8.214010449592024e-08,4.641814399519717e-08,4.212026283312298e-09,4.549590926217206e-09,8.032117193579325e-10,6.172814437377383e-08,1.8451259364837824e-07,1.356634271587609e-08,5.812446346453726e-08,6.450153477999265e-08,2.3733892362542974e-07,9.261106725944046e-08,1.86319937256485e-09,1.408572813943465e-08,1.1815117773039674e-09,2.1653789872289053e-10,1.7033841004376882e-10
340800,2.480406347871167e-06,4.192301588545888e-06,5.62826758709889e-06,2.455257117617293e-07,2.0947439338669938e-09,4.317977442269694e-08,7.673013158182584e-08,2.836859636090594e-08,1.7900582349739125e-08,6.56476402127737e-08,3.4253702096975758e-09,5.359026999940397e-09,1.2783822000983491e-08,1.2140949934291712e-07,4.0912868826126214e-07,9.001409040365616e-08,8.24002199806273e-08,3.384043623100297e-08,3.52644491385945e-09,4.61968596709994e-09,5.699547500626068e-10,5.548115922238139e-08,1.6160784355179203e-07,1.9380458127216116e-08,5.7168627165538055e-08,5.9360147020015575e-08,2.2254457121562154e-07,9.747181906050173e-08,2.2676118760500685e-09,1.4806907699949079e-08,1.917783265525941e-09,1.3825598443872877e-09,6.192593104970001e-10
341100,2.4456066043399005e-06,4.193321636591918e-06,5.378434138947341e-06,2.381750618951628e-07,1.7404886420990806e-09,3.4586349784149206e-08,6.555400489105523e-08,2.563719903037054e-08,2.047398339755091e-08,6.850650891010446e-08,4.409706377828115e-09,9.423615665582474e-09,1.3268170562241721e-08,1.2659197068387584e-07,4.856918778273212e-07,8.13301568314273e-08,8.164634834884055e-08,1.869090482387037e-08,2.7032740490540164e-09,4.6636117190246296e-09,3.0167512932166574e-10,4.799205299832465e-08,1.3187747782694714e-07,2.6005423592323496e-08,5.6078647503454704e-08,5.1853326965556334e-08,2.034856620980463e-07,1.019414455072365e-07,2.7041835437557893e-09,1.542190375403152e-08,2.7290170123706048e-09,2.7195810048397107e-09,1.5735608371869603e-09
341400,2.3758101050930236e-06,4.145271333300116e-06,5.020423408552688e-06,2.250388959623706e-07,1.3231229445409554e-09,2.420674860559302e-08,4.9652413736112067e-08,2.3049757658100134e-08,2.3772201984684216e-08,7.189471062929442e-08,5.596362484538986e-09,1.4388056968073215e-08,1.3613934868317301e-08,1.310146089394948e-07,5.611729747556637e-07,6.913634820193693e-08,7.930749745810317e-08,5.686047188646626e-10,1.7059633705684973e-09,4.650651419524365e-09,5.731237706640968e-11,3.971785389467186e-08,9.115760235545167e-08,3.305216011995071e-08,5.446175777024109e-08,4.033001488323862e-08,1.7787866113394557e-07,1.0651172033249168e-07,3.2019329410104547e-09,1.591501330722167e-08,3.6756730992237863e-09,4.344855142335291e-09,2.797769127482752e-09
341700,2.2660513927519332e-06,4.0382331363275625e-06,4.547327783654964e-06,2.043061897438747e-07,8.437623932877614e-10,1.2114163894239027e-08,2.8378273952966993e-08,2.0369000708342355e-08,2.8009452535115997e-08,7.606233509704907e-08,7.031005111457489e-09,2.042780522515386e-08,1.3700407919259305e-08,1.341142237265558e-07,6.291770660027396e-07,5.245249212748604e-08,7.482913133571856e-08,2.055996617400524e-08,5.150795345798542e-10,4.544645548776316e-09,1.1024070545317954e-10,3.137956383625351e-08,3.678487559000132e-08,4.013349297338209e-08,5.197456687255908e-08,2.347346139686124e-08,1.442282311359122e-07,1.1112062736629014e-07,3.770367129618535e-09,1.622571232928749e-08,4.783544227393577e-09,6.3294933738689e-09,4.358355454314733e-09
342000,2.1231414208955357e-06,3.879181875277027e-06,3.987555849960245e-06,1.7574907928974426e-07,3.0654945248898e-10,1.1427729873503267e-09,1.7942340946319746e-09,1.76569514565017e-08,3.301398976418568e-08,8.079447866293776e-08,8.659235106733831e-09,2.7294476012684754e-08,1.3469630744111782e-08,1.3570875267987503e-07,6.855601739630401e-07,3.15487085345012e-08,6.804231844625974e-08,4.417054810801346e-08,8.487077707286517e-10,4.329095304456132e-09,1.9738877199415583e-10,2.3427652706686786e-08,2.9888312269577e-08,4.7125382707235985e-08,4.856626389937446e-08,1.4437659956456628e-09,1.0304876241207239e-07,1.1487817630495556e-07,4.383679197417223e-09,1.627149970317987e-08,6.011433129060606e-09,8.620965274985792e-09,6.2121756627675495e-09
342300,1.965404866410836e-06,3.6921646255905216e-06,3.4024521227138393e-06,1.4201187781281988e-07,2.76578759894619e-10,1.468437460516725e-08,2.8775147598025796e-08,1.5554164178865904e-08,3.798344039296353e-08,8.501716308728646e-08,1.02641664057046e-08,3.412248616996294e-08,1.3011245414418227e-08,1.360733392630209e-07,7.312120189340021e-07,8.771806392360304e-09,5.952905013373311e-08,6.897940352246223e-08,2.2962325374464854e-09,4.034298228816624e-09,2.9028512926743133e-10,1.5301139910661732e-08,1.0127622829259053e-07,5.424934101938561e-08,4.474244974517205e-08,2.2926862186523067e-08,5.7936397013236274e-08,1.1600089777630274e-07,4.963261801549379e-09,1.59757576057018e-08,7.214431718693959e-09,1.0948781437036814e-08,8.134733775477798e-09
342600,1.8119942595262728e-06,3.498685380520783e-06,2.8664977946846193e-06,1.0599959665569259e-07,8.407425866607809e-10,2.6919614981579798e-08,5.982236217505488e-08,1.3680349297828798e-08,4.24349337890817e-08,8.83299051679387e-08,1.168984198329781e-08,4.023606692271642e-08,1.2302891150284267e-08,1.3475375482130403e-07,7.583216117268421e-07,1.3814677402024245e-08,4.9984677730208205e-08,9.220136831800119e-08,3.677776305721636e-09,3.669889281354699e-09,3.484075250526075e-10,8.339824830727594e-09,1.7053822176649192e-07,6.04352337063574e-08,4.053377722357254e-08,4.7480568809987744e-08,1.3048399694071122e-08,1.1419783163546526e-07,5.4523354720004136e-09,1.534959892524057e-08,8.27891000199088e-09,1.3093227835270227e-08,9.942667134055228e-09
342900,1.673809297386697e-06,3.3130272925063764e-06,2.4162323981613554e-06,7.170719840132733e-08,1.3660965691997262e-09,3.7430126553772425e-08,8.916847349382806e-08,1.2733515575291676e-08,4.5412051008497656e-08,8.93417819725073e-08,1.2685397621226002e-08,4.4727897829943686e-08,1.1531064103564859e-08,1.3193312042858452e-07,7.717932746231781e-07,3.3274353938850254e-08,4.0432944103940827e-08,1.124570729871266e-07,4.880199355739023e-09,3.297238038157957e-09,4.880362780568248e-10,1.0558167673480057e-09,2.2873966543102142e-07,6.583803724424797e-08,3.662256631287164e-08,6.828670962022443e-08,2.7313774353388e-08,1.0833159080902988e-07,5.768100663772202e-09,1.4394963443464803e-08,9.044391902079951e-09,1.4709620188568806e-08,1.1361684926214366e-08
